学年,学期,教学班,课程号,课程名称,开课学院,计划学院,学分,课程性质,课程类别名称,开课类型,年级,专业,成绩录入老师,职称,上课人数,理论,上机,实验,实践,周日,周一,周二,周三,周四,周五,周六,选课备注,其他教师,教材名称,出版社
2025-2026,2,(2025-2026-2)-3140420011013-04,3140420011013,电气工程基础（下）,电气与自动化学院,电气与自动化学院,2.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,郭晓云,讲师,56\0,32,,,,,,"1-8周1-2节2区A115(58,多媒体)",,,"1-8周8-9节2区A115(58,多媒体)",,,,电气工程基础（下）,中国电力出版社
2025-2026,2,(2025-2026-2)-3140420011013-05,3140420011013,电气工程基础（下）,电气与自动化学院,电气与自动化学院,2.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,陈小月,副教授,56\0,32,,,,,"1-8周8-9节2区A116(58,多媒体)",,,,"1-8周1-2节2区A116(58,多媒体)",,,刘晓川,电气工程基础（第四版）下册,中国电力出版社
2025-2026,2,(2025-2026-2)-3140420011013-06,3140420011013,电气工程基础（下）,电气与自动化学院,电气与自动化学院,2.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,郑宇,副教授,56\0,32,,,,,"1-8周3-4节2区A105(60,多媒体)",,,,"1-8周1-2节2区A105(60,多媒体)",,,田翠华,电气工程基础,中国电力出版社
2025-2026,2,(2025-2026-2)-3140420011013-07,3140420011013,电气工程基础（下）,电气与自动化学院,电气与自动化学院,2.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化（卓越工程师）,彭辉,副教授,50\0,32,,,,,"1-8周8-9节2区A606(78,多媒体)",,"1-8周1-2节2区A606(78,多媒体)",,,,,,电气工程基础（下）,中国电力出版社
2025-2026,2,(2025-2026-2)-3140420011013-07,3140420011013,电气工程基础（下）,电气与自动化学院,电气与自动化学院,2.0,专业教育必修,专业课程,专业教育课程,2023,储能科学与工程,彭辉,副教授,50\0,32,,,,,"1-8周8-9节2区A606(78,多媒体)",,"1-8周1-2节2区A606(78,多媒体)",,,,,,电气工程基础（下）,中国电力出版社
2025-2026,2,(2025-2026-2)-3000420011100-01,3000420011100,智能电网储能应用,电气与自动化学院,电气与自动化学院,2.0,专业教育必修,专业课程,专业教育课程,2023,储能科学与工程,方华亮,副教授,25\0,32,,,,,"1-8周3-4节2区A110(40,多媒体)",,"1-8周6-7节2区A110(40,多媒体)",,,,,,电网储能技术, 机械工业出版社
2025-2026,2,(2025-2026-2)-3000420011059-01,3000420011059,能源材料,电气与自动化学院,电气与自动化学院,2.0,专业教育必修,专业课程,专业教育课程,2023,储能科学与工程,侯绍聪,教授,25\0,32,,,,,,,"9-16周6-7节2区A222(40,多媒体)","9-16周3-4节2区A116(58,多媒体)",,,,胡静,能源材料——原理与应用,上海交通大学出版社
2025-2026,2,(2025-2026-2)-3000420011062-01,3000420011062,电力储能技术及其应用,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化,刘振盛,讲师,30\0,32,,,,,,"1-8周3-4节2区A107(40,多媒体)",,"1-8周3-4节2区A603(40,多媒体)",,,,,储能技术,机械工业出版社
2025-2026,2,(2025-2026-2)-3000420011062-01,3000420011062,电力储能技术及其应用,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化（卓越工程师）,刘振盛,讲师,30\0,32,,,,,,"1-8周3-4节2区A107(40,多媒体)",,"1-8周3-4节2区A603(40,多媒体)",,,,,储能技术,机械工业出版社
2025-2026,2,(2025-2026-2)-3000420011062-01,3000420011062,电力储能技术及其应用,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,储能科学与工程,刘振盛,讲师,30\0,32,,,,,,"1-8周3-4节2区A107(40,多媒体)",,"1-8周3-4节2区A603(40,多媒体)",,,,,储能技术,机械工业出版社
2025-2026,2,(2025-2026-2)-3000420011045-01,3000420011045,过电压与接地技术,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化,陶劲松,副教授,30\0,32,,,,,,"9-16周1-2节2区A302(40,多媒体)",,"9-16周1-2节2区A302(40,多媒体)",,,,,电力系统过电压,科学出版社
2025-2026,2,(2025-2026-2)-3000420011045-01,3000420011045,过电压与接地技术,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化（卓越工程师）,陶劲松,副教授,30\0,32,,,,,,"9-16周1-2节2区A302(40,多媒体)",,"9-16周1-2节2区A302(40,多媒体)",,,,,电力系统过电压,科学出版社
2025-2026,2,(2025-2026-2)-3000420011045-01,3000420011045,过电压与接地技术,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,储能科学与工程,陶劲松,副教授,30\0,32,,,,,,"9-16周1-2节2区A302(40,多媒体)",,"9-16周1-2节2区A302(40,多媒体)",,,,,电力系统过电压,科学出版社
2025-2026,2,(2025-2026-2)-3000420011045-02,3000420011045,过电压与接地技术,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化,鲁海亮,副教授,30\0,32,,,,,,"9-16周8-9节2区A317(40,多媒体)",,"9-16周1-2节2区A317(40,多媒体)",,,,陈小月,电力系统过电压,科学出版社
2025-2026,2,(2025-2026-2)-3000420011045-02,3000420011045,过电压与接地技术,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化（卓越工程师）,鲁海亮,副教授,30\0,32,,,,,,"9-16周8-9节2区A317(40,多媒体)",,"9-16周1-2节2区A317(40,多媒体)",,,,陈小月,电力系统过电压,科学出版社
2025-2026,2,(2025-2026-2)-3000420011045-02,3000420011045,过电压与接地技术,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,储能科学与工程,鲁海亮,副教授,30\0,32,,,,,,"9-16周8-9节2区A317(40,多媒体)",,"9-16周1-2节2区A317(40,多媒体)",,,,陈小月,电力系统过电压,科学出版社
2025-2026,2,(2025-2026-2)-3150420011034-07,3150420011034,高电压综合试验与实践（1）,电气与自动化学院,电气与自动化学院,1.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,陈小月,副教授,20\0,,,24,,,,,,,,,,郑鹏,自编讲义,无
2025-2026,2,(2025-2026-2)-3150420011034-13,3150420011034,高电压综合试验与实践（1）,电气与自动化学院,电气与自动化学院,1.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,黄怡鋆,,20\0,,,24,,,,,,,,,,王建平,自编讲义,无
2025-2026,2,(2025-2026-2)-3000420011104-01,3000420011104,电磁场,电气与自动化学院,电气与自动化学院,2.5,专业教育必修,专业课程,专业教育课程,2024,电气工程及其自动化（卓越工程师）,阮江军,教授,50\0,40,,,,,,,,"1-10周1-2节2区A401(60,多媒体)","1-10周1-2节2区A401(60,多媒体)",,,,电磁场,机械工业出版社
2025-2026,2,(2025-2026-2)-3000420011104-03,3000420011104,电磁场,电气与自动化学院,电气与自动化学院,2.5,专业教育必修,专业课程,专业教育课程,2024,电气工程及其自动化,张亚东,教授,105\0,40,,,,,,,"1-10周11-12节2区5-406(115,多媒体)",,"1-10周11-12节2区5-406(115,多媒体)",,,杜志叶,电磁场, 机械工业出版社
2025-2026,2,(2025-2026-2)-3350420011151-05,3350420011151,自动控制原理,电气与自动化学院,电气与自动化学院,2.5,专业教育必修,专业课程,专业教育课程,2024,电气工程及其自动化,路晓庆,教授,75\0,40,,,,,,"1-8周11-13节2区A508(80,多媒体)",,,"1-8周3-4节2区A508(80,多媒体)",,,,自动控制原理,科学出版社 
2025-2026,2,(2025-2026-2)-3140420011013-08,3140420011013,电气工程基础（下）,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,智能电气试验班（本研）,田翠华,副教授,30\0,32,,,,,"1-8周1-2节2区A106(40,多媒体)",,"1-8周3-4节2区A106(40,多媒体)",,,,,周航,电气工程基础,中国电力出版社
2025-2026,2,(2025-2026-2)-3000420011070-01,3000420011070,储能科学与技术,电气与自动化学院,电气与自动化学院,2.0,专业教育必修,专业课程,专业教育课程,2024,储能科学与工程,江卓,,25\0,32,,,,,,"1-8周1-2节2区A221(40,多媒体)",,"1-8周11-12节2区A221(40,多媒体)",,,,,储能原理与技术,中国水利水电出版社
2025-2026,2,(2025-2026-2)-3000420011070-01,3000420011070,储能科学与技术,电气与自动化学院,电气与自动化学院,2.0,专业教育必修,专业课程,专业教育课程,2023,智能电气试验班（本研）,江卓,,25\0,32,,,,,,"1-8周1-2节2区A221(40,多媒体)",,"1-8周11-12节2区A221(40,多媒体)",,,,,储能原理与技术,中国水利水电出版社
2025-2026,2,(2025-2026-2)-3000420011041-01,3000420011041,智能电气设备,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化,李祎,,30\0,32,,,,,,,"1-8周1-2节2区A202(40,多媒体)","1-8周3-4节2区A605(40,多媒体)",,,,肖淞,电力设备的在线监测与故障诊断（第2版）,清华大学出版社
2025-2026,2,(2025-2026-2)-3000420011041-01,3000420011041,智能电气设备,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化（卓越工程师）,李祎,,30\0,32,,,,,,,"1-8周1-2节2区A202(40,多媒体)","1-8周3-4节2区A605(40,多媒体)",,,,肖淞,电力设备的在线监测与故障诊断（第2版）,清华大学出版社
2025-2026,2,(2025-2026-2)-3000420011041-01,3000420011041,智能电气设备,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,储能科学与工程,李祎,,30\0,32,,,,,,,"1-8周1-2节2区A202(40,多媒体)","1-8周3-4节2区A605(40,多媒体)",,,,肖淞,电力设备的在线监测与故障诊断（第2版）,清华大学出版社
2025-2026,2,(2025-2026-2)-3150420011034-02,3150420011034,高电压综合试验与实践（1）,电气与自动化学院,电气与自动化学院,1.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,肖淞,教授,20\0,,,24,,,,,,,,,,王建平,"自编讲义,自编讲义","无,无"
2025-2026,2,(2025-2026-2)-3150420011034-04,3150420011034,高电压综合试验与实践（1）,电气与自动化学院,电气与自动化学院,1.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,潘成,副教授,20\0,,,24,,,,,,,,,,王建平,自编讲义,无
2025-2026,2,(2025-2026-2)-3150420011034-05,3150420011034,高电压综合试验与实践（1）,电气与自动化学院,电气与自动化学院,1.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,李涵,副教授,20\0,,,24,,,,,,,,,,王建平,自编讲义,无
2025-2026,2,(2025-2026-2)-3000420011046-02,3000420011046,高电压试验技术,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化,蔡力,教授,30\0,32,,,,,,,"9-16周8-9节2区A111(40,多媒体)","9-16周6-7节2区A111(40,多媒体)",,,,"周蜜,曹金鑫",高电压试验技术,  清华大学出版社
2025-2026,2,(2025-2026-2)-3000420011046-02,3000420011046,高电压试验技术,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化（卓越工程师）,蔡力,教授,30\0,32,,,,,,,"9-16周8-9节2区A111(40,多媒体)","9-16周6-7节2区A111(40,多媒体)",,,,"周蜜,曹金鑫",高电压试验技术,  清华大学出版社
2025-2026,2,(2025-2026-2)-3150420011034-03,3150420011034,高电压综合试验与实践（1）,电气与自动化学院,电气与自动化学院,1.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,鲁海亮,副教授,20\0,,,24,,,,,,,,,,郑鹏,自编讲义,无
2025-2026,2,(2025-2026-2)-3000420011123-02,3000420011123,电工国际标准概论,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化,范建斌,,60\0,32,,,,,"1-8周6-7节2区A606(78,多媒体)","1-8周6-7节2区A606(78,多媒体)",,,,,,"关伟民,何旺龄,张继宏",电工国际标准概论,武汉大学出版社
2025-2026,2,(2025-2026-2)-3000420011123-02,3000420011123,电工国际标准概论,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化（卓越工程师）,范建斌,,60\0,32,,,,,"1-8周6-7节2区A606(78,多媒体)","1-8周6-7节2区A606(78,多媒体)",,,,,,"关伟民,何旺龄,张继宏",电工国际标准概论,武汉大学出版社
2025-2026,2,(2025-2026-2)-3000420011123-02,3000420011123,电工国际标准概论,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,储能科学与工程,范建斌,,60\0,32,,,,,"1-8周6-7节2区A606(78,多媒体)","1-8周6-7节2区A606(78,多媒体)",,,,,,"关伟民,何旺龄,张继宏",电工国际标准概论,武汉大学出版社
2025-2026,2,(2025-2026-2)-3000420011123-02,3000420011123,电工国际标准概论,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,智能电气试验班（本研）,范建斌,,60\0,32,,,,,"1-8周6-7节2区A606(78,多媒体)","1-8周6-7节2区A606(78,多媒体)",,,,,,"关伟民,何旺龄,张继宏",电工国际标准概论,武汉大学出版社
2025-2026,2,(2025-2026-2)-3000420011123-01,3000420011123,电工国际标准概论,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化,范建斌,,60\0,32,,,,,"1-8周6-7节2区A508(80,多媒体)","1-8周6-7节2区A508(80,多媒体)",,,,,,"关伟民,何旺龄,张继宏",电工国际标准概论,武汉大学出版社
2025-2026,2,(2025-2026-2)-3000420011123-01,3000420011123,电工国际标准概论,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,电气工程及其自动化（卓越工程师）,范建斌,,60\0,32,,,,,"1-8周6-7节2区A508(80,多媒体)","1-8周6-7节2区A508(80,多媒体)",,,,,,"关伟民,何旺龄,张继宏",电工国际标准概论,武汉大学出版社
2025-2026,2,(2025-2026-2)-3000420011123-01,3000420011123,电工国际标准概论,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,储能科学与工程,范建斌,,60\0,32,,,,,"1-8周6-7节2区A508(80,多媒体)","1-8周6-7节2区A508(80,多媒体)",,,,,,"关伟民,何旺龄,张继宏",电工国际标准概论,武汉大学出版社
2025-2026,2,(2025-2026-2)-3000420011123-01,3000420011123,电工国际标准概论,电气与自动化学院,电气与自动化学院,2.0,专业教育选修,专业课程,专业教育课程,2023,智能电气试验班（本研）,范建斌,,60\0,32,,,,,"1-8周6-7节2区A508(80,多媒体)","1-8周6-7节2区A508(80,多媒体)",,,,,,"关伟民,何旺龄,张继宏",电工国际标准概论,武汉大学出版社
2025-2026,2,(2025-2026-2)-3150420011034-01,3150420011034,高电压综合试验与实践（1）,电气与自动化学院,电气与自动化学院,1.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,周蜜,教授,20\0,,,24,,,,,,,,,,王建平,自编讲义,无
2025-2026,2,(2025-2026-2)-3150420011034-14,3150420011034,高电压综合试验与实践（1）,电气与自动化学院,电气与自动化学院,1.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,蔡力,教授,20\0,,,24,,,,,,,,,,王建平,自编讲义,无
2025-2026,2,(2025-2026-2)-3150420011034-17,3150420011034,高电压综合试验与实践（1）,电气与自动化学院,电气与自动化学院,1.0,专业教育必修,专业课程,专业教育课程,2023,电气工程及其自动化,袁佳歆,研究员,20\0,,,24,,,,,,,,,,王建平,自编讲义,无
